SPDES Permit Number,Outfall Number,CSO Identification Number,Facility Name,Facility Owner Name,Receiving Waterbody Name,Number of Permitted Outfalls,Discharge Activation Type,Number of Overflow Events,Timeframe of Overflow Events Information,Data as of,Link to Real-time Information,DEC Region,County,Latitude,Longtitude,Location 1,NYS Municipal Boundaries,New York Zip Codes,Counties
NY0026191,9,NY0026191-009,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.814488,-73.870733,"{'latitude': '40.814488', 'longitude': '-73.870733'}",307,710,2032
NY0026131,12,NY0026131-012,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.776365,-73.941981,"{'latitude': '40.776365', 'longitude': '-73.941981'}",749,,2095
NY0026191,32,NY0026191-032,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.797506,-73.886212,"{'latitude': '40.797506', 'longitude': '-73.886212'}",307,,2032
NY0028410,66,NY0028410-066,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,10,Average year,2015,,9,Erie,42.864722,-78.8225,"{'latitude': '42.864722', 'longitude': '-78.8225'}",300,66,2041
NY0026204,26,NY0026204-026,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.733034,-73.962305,"{'latitude': '40.733034', 'longitude': '-73.962305'}",894,901,2090
NY0020290,4,NY0020290-004,Amsterdam WWTP,City of Amsterdam WWTP,Mohawk River,4,Observation,13,2013,2015,,4,Montgomery,42.940278,-74.199722,"{'latitude': '42.940278', 'longitude': '-74.199722'}",497,1143,624
NY0026158,21,NY0026158-021,NYCDEP - Bowery Bay WPCP,NYC DEP,East River,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.746576,-73.958752,"{'latitude': '40.746576', 'longitude': '-73.958752'}",749,,2095
NY0027073,31,NY0027073-031,NYCDEP - Red Hook WPCP,NYC DEP,Gowanus Canal,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.671423,-73.998917,"{'latitude': '40.671423', 'longitude': '-73.998917'}",894,814,2090
NY0031429,26,NY0031429-026,Utica CSO,City of Utica,Ballou Creek,47,Monitoring,15,May 2008 - April 2009,2015,,6,Oneida,43.084444,-75.235833,"{'latitude': '43.084444', 'longitude': '-75.235833'}",984,1464,625
NY0026131,36,NY0026131-036,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.805535,-73.931659,"{'latitude': '40.805535', 'longitude': '-73.931659'}",749,794,2095
NY0026107,21,NY0026107-021,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.615752,-74.062906,"{'latitude': '40.615752', 'longitude': '-74.062906'}",585,608,2139
NY0026310,6,NY0026310-006,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,43,2013,2015,,3,Orange,41.501667,-74.005,"{'latitude': '41.501667', 'longitude': '-74.005'}",891,,2134
NY0026131,21,NY0026131-021,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.787134,-73.938179,"{'latitude': '40.787134', 'longitude': '-73.938179'}",749,,2095
NY0183695,12,NY0183695-012,Washington County S.D. 2 STP,Washington County,Wall Street Pond,11,Model,38,5 year average,2015,,5,Washington,43.304167,-73.589167,"{'latitude': '43.304167', 'longitude': '-73.589167'}",719,101,2184
NY0026131,76,NY0026131-076,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.878621,-73.922483,"{'latitude': '40.878621', 'longitude': '-73.922483'}",749,676,2032
NY0026131,73,NY0026131-073,NYCDEP - Wards Island WPCP,NYC DEP,Bronx Kills,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.801603,-73.921727,"{'latitude': '40.801603', 'longitude': '-73.921727'}",749,,2095
NY0027081,30,NY0027081-030,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.047222,-76.1575,"{'latitude': '43.047222', 'longitude': '-76.1575'}",687,711,2132
NY0026239,23,NY0026239-023,NYCDEP - Tallmans Island WPCP,NYC DEP,Little Bay (S),22,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.789144,-73.793536,"{'latitude': '40.789144', 'longitude': '-73.793536'}",196,827,2137
NY0026166,25,NY0026166-025,NYCDEP - Owls Head WPCP,NYC DEP,Gowanus Bay,16,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.661944,-74.006317,"{'latitude': '40.661944', 'longitude': '-74.006317'}",894,815,2090
NY0026131,34,NY0026131-034,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.799778,-73.928912,"{'latitude': '40.799778', 'longitude': '-73.928912'}",749,,2095
NY0031194,4,NY0031194-004,Massena WWTP,Village of Massena,Raquette River,9,Monitoring,4,2013,2015,,6,St. Lawrence,44.9225,-74.873889,"{'latitude': '44.9225', 'longitude': '-74.873889'}",321,1585,2140
NY0028410,51,NY0028410-051,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,4,Average year,2015,,9,Erie,42.861944,-78.810556,"{'latitude': '42.861944', 'longitude': '-78.810556'}",300,66,2041
NY0028410,14,NY0028410-014,Bird Island WWTF,Buffalo Sewer Authority,Erie Basin,52,Model,4,Average year,2015,,9,Erie,42.883611,-78.886667,"{'latitude': '42.883611', 'longitude': '-78.886667'}",300,33,2041
NY0021873,9,NY0021873-009,Medina WWTP,Village of Medina,Oak Orchard Creek,13,Observation,Average of <4 overflows annually,No Data,2015,,8,Orleans,43.230556,-78.388611,"{'latitude': '43.230556', 'longitude': '-78.388611'}",500,934,626
NY0026689,8,NY0026689-008,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.945556,-73.898889,"{'latitude': '40.945556', 'longitude': '-73.898889'}",948,1441,2185
NY0026204,43,NY0026204-043,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.740053,-73.972443,"{'latitude': '40.740053', 'longitude': '-73.972443'}",749,734,2095
NY0026212,2,NY0026212-002,NYCDEP - 26th Ward,NYC DEP,Hendrix Street Canal,4,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.650658,-73.876834,"{'latitude': '40.650658', 'longitude': '-73.876834'}",894,885,2090
NY0031046,15,NY0031046-015,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,1,5 year average,2015,,4,Albany,42.774444,-73.695833,"{'latitude': '42.774444', 'longitude': '-73.695833'}",835,1176,2030
NY0026131,40,NY0026131-040,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.816218,-73.933809,"{'latitude': '40.816218', 'longitude': '-73.933809'}",749,,2095
NY0183695,7,NY0183695-007,Washington County S.D. 2 STP,Washington County,Hudson River,11,Monitoring,264,5 year average,2015,,5,Washington,43.2975,-73.588056,"{'latitude': '43.2975', 'longitude': '-73.588056'}",719,101,2184
NY0026247,31,NY0026247-031,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.763811,-74.001112,"{'latitude': '40.763811', 'longitude': '-74.001112'}",749,,2095
NY0026131,44,NY0026131-044,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.819498,-73.933825,"{'latitude': '40.819498', 'longitude': '-73.933825'}",749,798,2095
NY0031429,140,NY0031429-140,Utica CSO,City of Utica,Nail Creek,47,Observation,1,May 2008 - April 2009,2015,,6,Oneida,43.102778,-75.2375,"{'latitude': '43.102778', 'longitude': '-75.2375'}",984,1465,625
NY0026131,77,NY0026131-077,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.875672,-73.916069,"{'latitude': '40.875672', 'longitude': '-73.916069'}",749,676,2095
NY0026191,1,NY0026191-001,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.802284,-73.882468,"{'latitude': '40.802284', 'longitude': '-73.882468'}",307,745,2032
NY0028410,49,NY0028410-049,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,0,Average year,2015,,9,Erie,42.861667,-78.826667,"{'latitude': '42.861667', 'longitude': '-78.826667'}",300,66,2041
NY0026239,18,NY0026239-018,NYCDEP - Tallmans Island WPCP,NYC DEP,Flushing Bay,22,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.785541,-73.858958,"{'latitude': '40.785541', 'longitude': '-73.858958'}",196,826,2137
NY0026255,3,NY0026255-003,Poughkeepsie WPCP,City of Poughkeepsie,Hudson River,6,Monitoring,26,2013,2015,,3,Dutchess,41.697222,-73.941389,"{'latitude': '41.697222', 'longitude': '-73.941389'}",588,,2040
NY0026204,18,NY0026204-018,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.747337,-73.968474,"{'latitude': '40.747337', 'longitude': '-73.968474'}",749,740,2095
NY0027081,67,NY0027081-067,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.016111,-76.157778,"{'latitude': '43.016111', 'longitude': '-76.157778'}",687,725,2132
NY0026204,53,NY0026204-053,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.724423,-73.972098,"{'latitude': '40.724423', 'longitude': '-73.972098'}",749,724,2095
NY0024406,1,NY0024406-001,Binghamton CSO,City of Binghamton,Susquehanna River,9,Monitoring,33,2013,2015,,7,Broome,42.095556,-75.938056,"{'latitude': '42.095556', 'longitude': '-75.938056'}",968,479,2033
NY0026107,14,NY0026107-014,NYCDEP - Port Richmond WPCF,NYC DEP,Upper New York Bay,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.630713,-74.073062,"{'latitude': '40.630713', 'longitude': '-74.073062'}",585,607,
NY0027073,16,NY0027073-016,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.690488,-74.000786,"{'latitude': '40.690488', 'longitude': '-74.000786'}",894,880,2090
NY0026018,19,NY0026018-019,Plattsburgh WPCP,City of Plattsburgh,Saranac River,11,Model,3,5 year average,2015,,5,Clinton,44.6875,-73.457778,"{'latitude': '44.6875', 'longitude': '-73.457778'}",4,202,2038
NY0026204,12,NY0026204-012,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.712846,-73.968468,"{'latitude': '40.712846', 'longitude': '-73.968468'}",894,889,2090
NY0026131,18,NY0026131-018,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.784902,-73.940491,"{'latitude': '40.784902', 'longitude': '-73.940491'}",749,756,2095
NY0027073,6,NY0027073-006,NYCDEP - Red Hook WPCP,NYC DEP,East River,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.705163,-73.987472,"{'latitude': '40.705163', 'longitude': '-73.987472'}",749,,2095
NY0026018,7,NY0026018-007,Plattsburgh WPCP,City of Plattsburgh,Saranac River,11,Model,10,5 year average,2015,,5,Clinton,44.691389,-73.464444,"{'latitude': '44.691389', 'longitude': '-73.464444'}",4,202,2038
NY0099309,4,NY0099309-004,Troy CSO,City of Troy,Hudson River,49,Model,46,5 year average,2015,,4,Rensselaer,42.766667,-73.675278,"{'latitude': '42.766667', 'longitude': '-73.675278'}",110,12,2138
NY0026247,4,NY0026247-004,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.845897,-73.946492,"{'latitude': '40.845897', 'longitude': '-73.946492'}",749,,2095
NY0099309,11,NY0099309-011,Troy CSO,City of Troy,Hudson River,49,Model,44,5 year average,2015,,4,Rensselaer,42.775,-73.678889,"{'latitude': '42.775', 'longitude': '-73.678889'}",110,12,2138
NY0027057,2,NY0027057-002,Lockport WWTP,City of Lockport,Eighteenmile Creek,12,Observation,No Data,No Data,2015,,9,Niagara,43.181667,-78.690833,"{'latitude': '43.181667', 'longitude': '-78.690833'}",163,930,2131
NY0026247,47,NY0026247-047,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.765092,-73.998509,"{'latitude': '40.765092', 'longitude': '-73.998509'}",749,,2095
NY0029114,2,NY0029114-002,"City of Oswego, East Side STP",City of Oswego,Lake Ontario,6,Model,No Data,No Data,2015,,7,Oswego,43.469444,-76.500556,"{'latitude': '43.469444', 'longitude': '-76.500556'}",240,667,2135
NY0026204,31,NY0026204-031,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.764524,-73.952349,"{'latitude': '40.764524', 'longitude': '-73.952349'}",749,,2095
NY0026212,1,NY0026212-001,NYCDEP - 26th Ward,NYC DEP,Hendrix Canal,4,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.65072,-73.87688,"{'latitude': '40.65072', 'longitude': '-73.87688'}",894,885,2090
NY0022039,11,NY0022039-011,Hudson STP,City of Hudson,Underhill Pond,8,Model,< 6 annually,Predicted annual average,2015,,4,Columbia,42.253333,-73.783889,"{'latitude': '42.253333', 'longitude': '-73.783889'}",515,977,619
NY0026158,4,NY0026158-004,NYCDEP - Bowery Bay WPCP,NYC DEP,Dutch Kills,44,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.739096,-73.942061,"{'latitude': '40.739096', 'longitude': '-73.942061'}",196,873,2137
NY0099309,17,NY0099309-017,Troy CSO,City of Troy,Hudson River,49,Model,40,5 year average,2015,,4,Rensselaer,42.765833,-73.682222,"{'latitude': '42.765833', 'longitude': '-73.682222'}",110,11,2030
NY0026191,29,NY0026191-029,NYCDEP - Hunt's Point WPCP,NYC DEP,Eastchester Bay,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.848635,-73.815786,"{'latitude': '40.848635', 'longitude': '-73.815786'}",307,678,2032
NY0026689,3,NY0026689-003,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.936389,-73.904444,"{'latitude': '40.936389', 'longitude': '-73.904444'}",948,,2185
NY0031046,12,NY0031046-012,Cohoes CSO,City of Cohoes,Mohawk River,16,Model,1.4,5 year average,2015,,4,Albany,42.776667,-73.708333,"{'latitude': '42.776667', 'longitude': '-73.708333'}",835,1176,2030
NY0026191,14,NY0026191-014,NYCDEP - Hunt's Point WPCP,NYC DEP,Westchester Creek,33,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.839542,-73.840058,"{'latitude': '40.839542', 'longitude': '-73.840058'}",307,674,2032
NY0026131,27,NY0026131-027,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.794183,-73.930967,"{'latitude': '40.794183', 'longitude': '-73.930967'}",749,,2095
NY0027073,37,NY0027073-037,NYCDEP - Red Hook WPCP,NYC DEP,Gowanus Canal,32,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.680033,-73.987739,"{'latitude': '40.680033', 'longitude': '-73.987739'}",894,895,2090
NY0027081,006A,NY0027081-006A,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Harbor Brook,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.051944,-76.176389,"{'latitude': '43.051944', 'longitude': '-76.176389'}",687,713,2132
NY0026158,32,NY0026158-032,NYCDEP - Bowery Bay WPCP,NYC DEP,East River,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.774317,-73.937787,"{'latitude': '40.774317', 'longitude': '-73.937787'}",196,874,2095
NY0028410,26,NY0028410-026,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,63,Average year,2015,,9,Erie,42.863611,-78.850833,"{'latitude': '42.863611', 'longitude': '-78.850833'}",300,66,2041
NY0027081,76,NY0027081-076,Syracuse Metro WWTP,Onondaga County Dept. of Drainaage and Sanitation,Onondaga Creek,62,Model,http://cso.savetherain.us/,"Predictive model based on rainfall, see website",2015,,7,Onondaga,43.019167,-76.155,"{'latitude': '43.019167', 'longitude': '-76.155'}",687,725,2132
NY0026191,19,NY0026191-019,NYCDEP - Hunt's Point WPCP,NYC DEP,East River,33,Monitoring,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Bronx,40.81374,-73.816936,"{'latitude': '40.81374', 'longitude': '-73.816936'}",307,678,2032
NY0026204,1,NY0026204-001,NYCDEP - Newtown Creek WPCP,NYC DEP,East River,79,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Kings,40.731759,-73.965487,"{'latitude': '40.731759', 'longitude': '-73.965487'}",749,,2095
NY0035742,9,NY0035742-009,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,12,2013,2015,,8,Chemung,42.086944,-76.784167,"{'latitude': '42.086944', 'longitude': '-76.784167'}",485,926,2036
NY0021903,7,NY0021903-007,Auburn STP,City of Auburn,Owasco Outlet,16,Observation,No Data,No Data,2015,,7,Cayuga,42.931667,-76.579167,"{'latitude': '42.931667', 'longitude': '-76.579167'}",87,343,618
NY0025984,3,NY0025984-003,Watertown WPCP,City of Watertown,Black River,16,Monitoring,0,2013,2015,,6,Jefferson,43.989167,-75.936944,"{'latitude': '43.989167', 'longitude': '-75.936944'}",841,1466,2089
NY0031429,125,NY0031429-125,Utica CSO,City of Utica,Nail Creek,47,Observation,No Data,May 2008 - April 2009,2015,,6,Oneida,43.085,-75.259444,"{'latitude': '43.085', 'longitude': '-75.259444'}",984,1464,625
NY0026158,5,NY0026158-005,NYCDEP - Bowery Bay WPCP,NYC DEP,Flushing Bay,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.77355,-73.889351,"{'latitude': '40.77355', 'longitude': '-73.889351'}",196,840,2137
NY0026280,4,NY0026280-004,North Tonawanda WWTP,City of North Tonawanda,Niagara River,6,Observation,No Data,No Data,2015,,9,Niagara,43.024722,-78.882222,"{'latitude': '43.024722', 'longitude': '-78.882222'}",158,953,2131
NY0026247,26,NY0026247-026,NYCDEP - North River WPCF,NYC DEP,Hudson River,52,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.752372,-74.009324,"{'latitude': '40.752372', 'longitude': '-74.009324'}",749,,2095
NY0029831,2,NY0029831-002,Ogdensburg WWTP,City of Ogdensburg,St. Lawrence River,16,Observation,10,2013,2015,,6,St. Lawrence,44.703333,-75.4925,"{'latitude': '44.703333', 'longitude': '-75.4925'}",318,,2140
NY0028410,50,NY0028410-050,Bird Island WWTF,Buffalo Sewer Authority,Buffalo River,52,Model,14,Average year,2015,,9,Erie,42.855556,-78.821111,"{'latitude': '42.855556', 'longitude': '-78.821111'}",300,109,2041
NY0026336,6,NY0026336-006,Niagara Falls WWTP,Niagara Falls Water Board,Niagara River,9,Monitoring,78,2013,2015,,9,Niagara,43.099444,-79.060556,"{'latitude': '43.099444', 'longitude': '-79.060556'}",159,169,2131
NY0035742,6,NY0035742-006,Chemung County-Elmira S.D. STP,Chemung County-Elmira Sewer District,Chemung River,11,Observation,12,2013,2015,,8,Chemung,42.087222,-76.797222,"{'latitude': '42.087222', 'longitude': '-76.797222'}",485,928,2036
NY0026131,10,NY0026131-010,NYCDEP - Wards Island WPCP,NYC DEP,East River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.773045,-73.944405,"{'latitude': '40.773045', 'longitude': '-73.944405'}",749,,2095
NY0024406,13,NY0024406-013,Binghamton CSO,City of Binghamton,Chenango River,9,Monitoring,0,2013,2015,,7,Broome,42.107778,-75.915278,"{'latitude': '42.107778', 'longitude': '-75.915278'}",968,479,2033
NY0026158,9,NY0026158-009,NYCDEP - Bowery Bay WPCP,NYC DEP,Dutch Kills,44,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Queens,40.740784,-73.940311,"{'latitude': '40.740784', 'longitude': '-73.940311'}",196,873,2137
NY0026131,64,NY0026131-064,NYCDEP - Wards Island WPCP,NYC DEP,Harlem River,74,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,New York,40.819676,-73.932511,"{'latitude': '40.819676', 'longitude': '-73.932511'}",749,,2095
NY0026107,33,NY0026107-033,NYCDEP - Port Richmond WPCF,NYC DEP,Kill Van Kull,36,Model,Visit facility website,"Real-time waterbody advisory, visit website",2015,{'url': 'http://www.nyc.gov/html/dep/html/harborwater/nyc_waterbody_advisory_program.shtml'},2,Richmond,40.643832,-74.113018,"{'latitude': '40.643832', 'longitude': '-74.113018'}",585,613,2139
NY0026310,13,NY0026310-013,Newburgh WPCP,City of Newburgh,Hudson River,13,Monitoring,33,2013,2015,,3,Orange,41.516944,-74.007222,"{'latitude': '41.516944', 'longitude': '-74.007222'}",891,987,2134
NY0099309,36,NY0099309-036,Troy CSO,City of Troy,Hudson River,49,Model,56,5 year average,2015,,4,Rensselaer,42.725,-73.6975,"{'latitude': '42.725', 'longitude': '-73.6975'}",110,11,2030
NY0028410,12,NY0028410-012,Bird Island WWTF,Buffalo Sewer Authority,Black Rock Canal,52,Model,42,Average year,2015,,9,Erie,42.913333,-78.901944,"{'latitude': '42.913333', 'longitude': '-78.901944'}",300,69,2041
NY0026689,10,NY0026689-010,Yonkers Joint WWTP,Westchester County Department of Environmental Facilities,Hudson River,4,Observation,No Data,No Data,2015,,3,Westchester,40.940556,-73.900833,"{'latitude': '40.940556', 'longitude': '-73.900833'}",948,,2185
NY0031429,64,NY0031429-064,Utica CSO,City of Utica,Mohawk River,47,Observation,No Data,May 2008 - April 2009,2015,,6,Oneida,43.110556,-75.245,"{'latitude': '43.110556', 'longitude': '-75.245'}",984,1465,625
